ATC;NT;NAZEV;NAZEV_EN
C10BX01;N;simvastatin a kyselina acetylsalicylová;simvastatin and acetylsalicylic acid
C10BX02;N;pravastatin a kyselina acetylsalicylová;pravastatin and acetylsalicylic acid
C10BX03;N;atorvastatin a amlodipin;atorvastatin and amlodipine
C10BX04;N;simvastatin, kyselina acetylsalicylová a ramipril;simvastatin, acetylsalicylic acid and ramipril
C10BX05;N;rosuvastatin a kyselina acetylsalicylová;rosuvastatin and acetylsalicylic acid
C10BX06;N;atorvastatin, kyselina acetylsalicylová a ramipril;atorvastatin, acetylsalicylic acid and ramipril
C10BX07;N;rosuvastatin, amlodipin a lisinopril;rosuvastatin, amlodipine and lisinopril
C10BX08;N;atorvastatin a kyselina acetylsalicylová;atorvastatin and acetylsalicylic acid
C10BX09;N;rosuvastatin a amlodipin;rosuvastatin and amlodipine
C10BX10;N;rosuvastatin a valsartan;rosuvastatin and valsartan
C10BX11;N;atorvastatin, amlodipin a perindopril;atorvastatin, amlodipine and perindopril
C10BX12;N;atorvastatin, kyselina acetylsalicylová a perindopril;atorvastatin, acetylsalicylic acid and perindopril
C10BX13;N;rosuvastatin, perindopril a indapamid;rosuvastatin, perindopril and indapamide
C10BX14;N;rosuvastatin, amlodipin a perindopril;rosuvastatin, amlodipine and perindopril
C10BX15;N;atorvastatin a perindopril;atorvastatin and perindopril
C10BX16;N;rosuvastatin a fimasartan;rosuvastatin and fimasartan
C10BX17;N;rosuvastatin a ramipril;rosuvastatin and ramipril
C10BX18;N;atorvastatin, amlodipin a ramipril;atorvastatin, amlodipine and ramipril
C10BX19;N;atorvastatin, amlodipin a kandesartan;atorvastatin, amlodipine and candesartan
C10BX20;N;rosuvastatin a telmisartan;rosuvastatin and telmisartan
C10BX21;N;rosuvastatin a perindopril;rosuvastatin and perindopril
C10BX22;N;rosuvastatin a nebivolol;rosuvastatin and nebivolol
D;N;DERMATOLOGIKA;DERMATOLOGICALS
D01;N;ANTIMYKOTIKA PRO POUŽITÍ V DERMATOLOGII;ANTIFUNGALS FOR DERMATOLOGICAL USE
D01A;N;ANTIMYKOTIKA PRO LOKÁLNÍ APLIKACI;ANTIFUNGALS FOR TOPICAL USE
D01AA;N;Antibiotika;Antibiotics
D01AA01;N;nystatin;nystatin
D01AA02;N;natamycin;natamycin
D01AA03;N;hachimycin;hachimycin
D01AA04;N;pecilocin;pecilocin
D01AA06;N;mepartricin;mepartricin
D01AA07;N;pyrrolnitrin;pyrrolnitrin
D01AA08;N;griseofulvin;griseofulvin
D01AA20;N;antibiotika v kombinaci s kortikosteoridy;antibiotics in combination with corticosteroids
D01AC;N;Imidazolové a triazolové deriváty;Imidazole and triazole derivatives
D01AC01;N;klotrimazol;clotrimazole
D01AC02;N;mikonazol;miconazole
D01AC03;N;ekonazol;econazole
D01AC04;N;chlormidazol;chlormidazole
D01AC05;N;isokonazol;isoconazole
D01AC06;N;tiabendazol;tiabendazole
D01AC07;N;tiokonazol;tioconazole
D01AC08;N;ketokonazol;ketoconazole
D01AC09;N;sulkonazol;sulconazole
D01AC10;N;bifonazol;bifonazole
D01AC11;N;oxikonazol;oxiconazole
D01AC12;N;fentikonazol;fenticonazole
D01AC13;N;omokonazol;omoconazole
D01AC14;N;sertakonazol;sertaconazole
D01AC15;N;flukonazol;fluconazole
D01AC16;N;flutrimazol;flutrimazole
D01AC17;N;eberkonazol;eberconazole
D01AC18;N;lulikonazol;luliconazole
D01AC19;N;efinakonazol;efinaconazole
D01AC20;N;imidazolové/triazolové deriváty v kombinaci s kortikosteroidy;imidazoles/triazoles in combination with corticosteroids
D01AC21;N;netikonazol;neticonazole
D01AC22;N;lanokonazol;lanoconazole
D01AC52;N;mikonazol, kombinace;miconazole, combinations
D01AC60;N;bifonazol, kombinace;bifonazole, combinations
D01AE;N;Jiná antimykotika pro lokální aplikaci;Other antifungals for topical use
D01AE01;N;klobromsalan;bromochlorosalicylanilide
D01AE02;N;methylrosanilinium;methylrosaniline
D01AE03;N;tribrommetakresol;tribromometacresol
D01AE04;N;kyselina undecylenová;undecylenic acid
D01AE05;N;polynoxylin;polynoxylin
D01AE06;N;2-(4-chlorfenoxy)ethanol;2-(4-chlorphenoxy)-ethanol
D01AE07;N;chlorfenesin;chlorphenesin
D01AE08;N;tiklaton;ticlatone
D01AE09;N;sulbentin;sulbentine
D01AE10;N;ethylparaben;ethyl hydroxybenzoate
D01AE11;N;haloprogin;haloprogin
D01AE12;N;kyselina salicylová;salicylic acid
D01AE13;N;sulfid seleničitý;selenium sulfide
D01AE14;N;ciklopirox;ciclopirox
D01AE15;N;terbinafin;terbinafine
D01AE16;N;amorolfin;amorolfine
D01AE17;N;dimazol;dimazole
D01AE18;N;tolnaftát;tolnaftate
D01AE19;N;tolciklát;tolciclate
D01AE20;N;jiná antimykotika pro lokální aplikaci, kombinace;combinations
D01AE21;N;flucytosin;flucytosine
D01AE22;N;naftifin;naftifine
D01AE23;N;butenafin;butenafine
D01AE24;N;tavaborol;tavaborole
D01AE25;N;liranaftát;liranaftate
D01AE54;N;kyselina undecylenová, kombinace;undecylenic acid, combinations
D01B;N;ANTIMYKOTIKA PRO SYSTÉMOVOU APLIKACI;ANTIFUNGALS FOR SYSTEMIC USE
D01BA;N;Antimykotika pro systémovou aplikaci;Antifungals for systemic use
D01BA01;N;griseofulvin;griseofulvin
D01BA02;N;terbinafin;terbinafine
D01BA03;N;fosravukonazol;fosravuconazole
D02;N;EMOLIENCIA A PROTEKTIVA;EMOLLIENTS AND PROTECTIVES
D02A;N;EMOLIENCIA A PROTEKTIVA;EMOLLIENTS AND PROTECTIVES
D02AA;N;Přípravky obsahující silikony;Silicone products
D02AB;N;Přípravky obsahující zinek;Zinc products
D02AC;N;Měkký parafin a tukové produkty;Soft paraffin and fat products
D02AD;N;Tekuté náplasti;Liquid plasters
D02AE;N;Přípravky obsahující močovinu;Carbamide products
D02AE01;N;močovina;carbamide
D02AE51;N;močovina, kombinace;carbamide, combinations
D02AF;N;Přípravky obsahující kyselinu salicylovou;Salicylic acid preparations
D02AX;N;Jiná emoliencia a protektiva;Other emollients and protectives
D02B;N;PROTEKTIVA PROTI UV ZÁŘENÍ;PROTECTIVES AGAINST UV-RADIATION
D02BA;N;Protektiva proti uv záření pro lokální aplikaci;Protectives against UV-radiation for topical use
D02BA01;N;kyselina aminobenzoová;aminobenzoic acid
D02BA02;N;oktinoxát;octinoxate
D02BB;N;Protektiva proti uv záření pro systémovou aplikaci;Protectives against UV-radiation for systemic use
D02BB01;N;betakaroten;betacarotene
D02BB02;N;afamelanotid;afamelanotide
D03;N;PŘÍPRAVKY PRO LÉČBU RAN A VŘEDŮ;PREPARATIONS FOR TREATMENT OF WOUNDS AND ULCERS
D03A;N;LÉČIVA PODPORUJÍ TVORBU JIZEV;CICATRIZANTS
D03AA;N;Masti s rybím olejem;Cod-liver oil ointments
D03AX;N;Jiná léčiva podporující tvorbu jizev;Other cicatrizants
D03AX01;N;jod-kadexomer;cadexomer iodine
D03AX02;N;dextranomer;dextranomer
D03AX03;N;dexpanthenol;dexpanthenol
D03AX04;N;kalcium-pantothenát;calcium pantothenate
D03AX05;N;kyselina hyaluronová;hyaluronic acid
D03AX06;N;bekaplermin;becaplermin
D03AX09;N;krilanomer;crilanomer
D03AX10;N;enoxolon;enoxolone
D03AX11;N;chloritan sodný;sodium chlorite
D03AX12;N;trolamin;trolamine
D03AX13;N;březová kůra;Betulae cortex
D03AX14;N;nať Centely asijské, včetně kombinací;Centella asiatica herba, incl. combinations
D03AX15;N;trafermin;trafermin
D03AX16;N;beremagen geperpavek;beremagene geperpavec
D03B;N;ENZYMY;ENZYMES
D03BA;N;Proteolytické enzymy;Proteolytic enzymes
D03BA01;N;trypsin;trypsin
D03BA02;N;kolagenasa;collagenase
D03BA03;N;bromelainy;bromelains
D03BA52;N;kolagenasa, kombinace;collagenase, combinations
D04;N;ANTIPRURIGINÓZA, VČETNĚ ANTIHISTAMINIK, ANESTETIK, ATD.;ANTIPRURITICS, INCL. ANTIHISTAMINES, ANESTHETICS, ETC.
D04A;N;ANTIPRURIGINÓZA, VČETNĚ ANTIHISTAMINIK, ANESTETIK, ATD.;ANTIPRURITICS, INCL. ANTIHISTAMINES, ANESTHETICS, ETC.
D04AA;N;Antihistaminika pro lokální aplikaci;Antihistamines for topical use
D04AA01;N;thonzylamin;thonzylamine
D04AA02;N;mepyramin;mepyramine
D04AA03;N;thenalidin;thenalidine
D04AA04;N;tripelenamin;tripelennamine
D04AA09;N;chlorpyramin;chloropyramine
D04AA10;N;promethazin;promethazine
D04AA12;N;tolpropamin;tolpropamine
D04AA13;N;dimetinden;dimetindene
D04AA14;N;klemastin;clemastine
D04AA15;N;bamipin;bamipine
D04AA16;N;feniramin;pheniramine
D04AA22;N;isothipendyl;isothipendyl
D04AA32;N;difenhydramin;diphenhydramine
D04AA33;N;mefenidramium-bromid;diphenhydramine methylbromide
D04AA34;N;chlorfenoxamin;chlorphenoxamine
D04AB;N;Anestetika pro lokální aplikaci;Anesthetics for topical use
D04AB01;N;lidokain;lidocaine
D04AB02;N;cinchokain;cinchocaine
D04AB03;N;oxybuprokain;oxybuprocaine
D04AB04;N;benzokain;benzocaine
D04AB05;N;chinisokain;quinisocaine
D04AB06;N;tetrakain;tetracaine
D04AB07;N;pramokain;pramocaine
D04AX;N;Jiná antipruriginóza;Other antipruritics
D04AX01;N;doxepin;doxepin
D05;N;ANTIPSORIATIKA;ANTIPSORIATICS
D05A;N;ANTIPSORIATIKA PRO LOKÁLNÍ APLIKACI;ANTIPSORIATICS FOR TOPICAL USE
D05AA;N;Dehty;Tars
D05AC;N;Deriváty antracenu;Antracen derivatives
D05AC01;N;dithranol;dithranol
D05AC51;N;dithranol, kombinace;dithranol, combinations
D05AD;N;Psoraleny pro lokální aplikaci;Psoralens for topical use
D05AD01;N;trioxysalen;trioxysalen
D05AD02;N;methoxsalen;methoxsalen
D05AX;N;Jiná antipsoriatika pro lokální aplikaci;Other antipsoriatics for topical use
D05AX01;N;kyselina fumarová;fumaric acid
D05AX02;N;kalcipotriol;calcipotriol
D05AX03;N;kalcitriol;calcitriol
D05AX04;N;takalcitol;tacalcitol
D05AX05;N;tazaroten;tazarotene
D05AX06;N;roflumilast;roflumilast
D05AX07;N;tapinarof;tapinarof
D05AX52;N;kalcipotriol, kombinace;calcipotriol, combinations
D05AX55;N;tazaroten a ulobetasol;tazarotene and ulobetasol
D05B;N;ANTIPSORIATIKA PRO SYSTÉMOVOU APLIKACI;ANTIPSORIATICS FOR SYSTEMIC USE
D05BA;N;Psoraleny pro systémovou aplikaci;Psoralens for systemic use
D05BA01;N;trioxysalen;trioxysalen
D05BA02;N;methoxsalen;methoxsalen
D05BA03;N;bergapten;bergapten
D05BB;N;Retinoidy pro léčbu psoriázy;Retinoids for treatment of psoriasis
D05BB01;N;etretinát;etretinate
D05BB02;N;acitretin;acitretin
D05BX;N;Jiná antipsoriatika pro systémovou aplikaci;Other antipsoriatics for systemic use
D05BX51;N;deriváty kyseliny fumarové, kombinace;fumaric acid derivatives, combinations
D06;N;ANTIBIOTIKA A CHEMOTERAPEUTIKA PRO POUŽITÍ V DERMATOLOGII;ANTIBIOTICS AND CHEMOTHERAPEUTICS FOR DERMATOLOGICAL USE
D06A;N;ANTIBIOTIKA PRO LOKÁLNÍ APLIKACI;ANTIBIOTICS FOR TOPICAL USE
D06AA;N;Tetracyklin a deriváty;Tetracycline and derivatives
D06AA01;N;demeklocyklin;demeclocycline
D06AA02;N;chlortetracyklin;chlortetracycline
D06AA03;N;oxytetracyklin;oxytetracycline
D06AA04;N;tetracyklin;tetracycline
D06AX;N;Jiná antibiotika pro lokální aplikaci;Other antibiotics for topical use
D06AX01;N;kyselina fusidová;fusidic acid
D06AX02;N;chloramfenikol;chloramphenicol
D06AX04;N;neomycin;neomycin
D06AX05;N;bacitracin;bacitracin
D06AX07;N;gentamicin;gentamicin
D06AX08;N;tyrothricin;tyrothricin
D06AX09;N;mupirocin;mupirocin
D06AX10;N;virginiamycin;virginiamycin
D06AX11;N;rifaximin;rifaximin
D06AX12;N;amikacin;amikacin
D06AX13;N;retapamulin;retapamulin
D06AX14;N;ozenoxacin;ozenoxacin
D06AX15;N;rifamycin;rifamycin
D06B;N;CHEMOTERAPEUTIKA PRO LOKÁLNÍ APLIKACI;CHEMOTHERAPEUTICS FOR TOPICAL USE
D06BA;N;Sulfonamidy;Sulfonamides
D06BA01;N;stříbrná sůl sulfadiazinu;silver sulfadiazine
D06BA02;N;sulfathiazol;sulfathiazole
D06BA03;N;mafenid;mafenide
D06BA04;N;sulfamethizol;sulfamethizole
D06BA05;N;sulfanilamid;sulfanilamide
D06BA06;N;sulfamerazin;sulfamerazine
D06BA51;N;stříbrná sůl sulfadiazinu, kombinace;silver sulfadiazine, combinations
D06BB;N;Virostatika;Antivirals
D06BB01;N;idoxuridin;idoxuridine
D06BB02;N;tromantadin;tromantadine
D06BB03;N;aciklovir;aciclovir
D06BB04;N;podofylotoxin;podophyllotoxin
D06BB05;N;inosin;inosine
D06BB06;N;penciklovir;penciclovir
D06BB07;N;lysozym;lysozyme
D06BB08;N;ibacitabin;ibacitabine
D06BB09;N;edoxudin;edoxudine
D06BB10;N;imikvimod;imiquimod
D06BB11;N;dokosanol;docosanol
D06BB12;N;sinekatechiny;sinecatechins
D06BB53;N;aciklovir, kombinace;aciclovir, combinations
D06BX;N;Jiná chemoterapeutika pro lokální aplikaci;Other chemotherapeutics
D06BX01;N;metronidazol;metronidazole
D06BX02;N;ingenol-mebutát;ingenol mebutate
D06BX03;N;tirbanibulin;tirbanibulin
D06C;N;ANTIBIOTIKA A CHEMOTERAPEUTIKA, KOMBINACE;ANTIBIOTICS AND CHEMOTHERAPEUTICS, COMBINATIONS
D07;N;KORTIKOSTEROIDY, DERMATOLOGICKÉ PŘÍPRAVKY;CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS
D07A;N;KORTIKOSTEROIDY, SAMOTNÉ;CORTICOSTEROIDS, PLAIN
D07AA;N;Kortikosteroidy, slabě účinné (skupina I);Corticosteroids, weak (group I)
D07AA01;N;methylprednisolon;methylprednisolone
D07AA02;N;hydrokortison;hydrocortisone
D07AA03;N;prednisolon;prednisolone
D07AB;N;Kortikosteroidy, středně účinné (skupina II);Corticosteroids, moderately potent (group II)
D07AB01;N;klobetason;clobetasone
D07AB02;N;hydrokortison-butyrát;hydrocortisone butyrate
D07AB03;N;flumetason;flumetasone
D07AB04;N;fluokortin;fluocortin
D07AB05;N;fluperolon;fluperolone
D07AB06;N;fluormetholon;fluorometholone
D07AB07;N;flupredniden;fluprednidene
D07AB08;N;desonid;desonide
D07AB09;N;triamcinolon;triamcinolone
D07AB10;N;alklometason;alclometasone
D07AB11;N;hydrokortison-buteprát;hydrocortisone buteprate
D07AB19;N;dexamethason;dexamethasone
D07AB21;N;klokortolon;clocortolone
D07AB30;N;kombinace kortikosteroidů;combinations of corticosteroids
D07AC;N;Kortikosteroidy, silně účinné (skupina III);Corticosteroids, potent (group III)
D07AC01;N;betamethason;betamethasone
D07AC02;N;fluklorolon;fluclorolone
D07AC03;N;deoxymethason;desoximetasone
D07AC04;N;fluocinolon-acetonid;fluocinolone acetonide
D07AC05;N;fluokortolon;fluocortolone
D07AC06;N;diflukortolon;diflucortolone
D07AC07;N;fludroxykortid;fludroxycortide
D07AC08;N;fluocinonid;fluocinonide
D07AC09;N;budesonid;budesonide
D07AC10;N;diflorason;diflorasone
D07AC11;N;amcinonid;amcinonide
D07AC12;N;halometason;halometasone
D07AC13;N;mometason;mometasone
D07AC14;N;methylprednisolon-aceponát;methylprednisolone aceponate
D07AC15;N;beklometason;beclometasone
D07AC16;N;hydrokortison-aceponát;hydrocortisone aceponate
D07AC17;N;flutikason;fluticasone
D07AC18;N;prednikarbát;prednicarbate
D07AC19;N;difluprednát;difluprednate
D07AC21;N;ulobetasol;ulobetasol
D07AD;N;Kortikosteroidy, velmi silně účinné (skupina IV);Corticosteroids, very potent (group IV)
D07AD01;N;klobetasol;clobetasol
D07AD02;N;halcinonid;halcinonide
D07B;N;KORTIKOSTEROIDY, KOMBINACE S ANTISEPTIKY;CORTICOSTEROIDS, COMBINATIONS WITH ANTISEPTICS
D07BA;N;Kortikosteroidy, slabě účinné, kombinace s antiseptiky;Corticosteroids, weak, combinations with antiseptics
D07BA01;N;prednisolon a antiseptika;prednisolone and antiseptics
D07BA04;N;hydrokortison a antiseptika;hydrocortisone and antiseptics
D07BB;N;Kortikosteroidy, středně účinné, kombinace s antiseptiky;Corticosteroids, moderately potent, combinations with antiseptics
D07BB01;N;flumetason a antiseptika;flumetasone and antiseptics
D07BB02;N;desonid a antiseptika;desonide and antiseptics
D07BB03;N;triamcinolon a antiseptika;triamcinolone and antiseptics
D07BB04;N;hydrokortison-butyrát a antiseptika;hydrocortisone butyrate and antiseptics
D07BC;N;Kortikosteroidy, silně účinné, kombinace s antiseptiky;Corticosteroids, potent, combinations with antiseptics
D07BC01;N;betamethason a antiseptika;betamethasone and antiseptics
D07BC02;N;fluocinolon-acetonid a antiseptika;fluocinolone acetonide and antiseptics
D07BC03;N;fluokortolon a antiseptika;fluocortolone and antiseptics
D07BC04;N;diflukortolon a antiseptika;diflucortolone and antiseptics
D07BD;N;Kortikosteroidy, velmi silně účinné, kombinace s antiseptiky;Corticosteroids, very potent, combinations with antiseptics
D07C;N;KORTIKOSTEROIDY, KOMBINACE S ANTIBIOTIKY;CORTICOSTEROIDS, COMBINATIONS WITH ANTIBIOTICS
D07CA;N;Kortikosteroidy, slabě účinné, kombinace s antibiotiky;Corticosteroids, weak, combinations with antibiotics
D07CA01;N;hydrokortison a antibiotika;hydrocortisone and antibiotics
D07CA02;N;metylprednisolon a antibiotika;methylprednisolone and antibiotics
D07CA03;N;prednisolon a antibiotika;prednisolone and antibiotics
D07CB;N;Kortikosteroidy, středně účinné, kombinace s antibiotiky;Corticosteroids, moderately potent, combinations with antibiotics
D07CB01;N;triamcinolon a antibiotika;triamcinolone and antibiotics
D07CB02;N;flupredniden a antibiotika;fluprednidene and antibiotics
D07CB03;N;fluormetholon a antibiotika;fluorometholone and antibiotics
D07CB04;N;dexamethason a antibiotika;dexamethasone and antibiotics
D07CB05;N;flumetason a antibiotika;flumetasone and antibiotics
D07CC;N;Kortikosteroidy, silně účinné, kombinace s antibiotiky;Corticosteroids, potent, combinations with antibiotics
D07CC01;N;betamethason a antibiotika;betamethasone and antibiotics
D07CC02;N;fluocinolon-acetonid a antibiotika;fluocinolone acetonide and antibiotics
D07CC03;N;fludroxykortid a antibiotika;fludroxycortide and antibiotics
D07CC04;N;beklometason a antibiotika;beclometasone and antibiotics
D07CC05;N;fluocinonid a antibiotika;fluocinonide and antibiotics
D07CC06;N;fluokortolon a antibiotika;fluocortolone and antibiotics
D07CD;N;Kortikosteriody, velmi silně účinné, kombinace s antibiotiky;Corticosteroids, very potent, combinations with antibiotics
D07CD01;N;klobetasol a antibiotika;clobetasol and antibiotics
D07X;N;KORTIKOSTEROIDY, JINÉ KOMBINACE;CORTICOSTEROIDS, OTHER COMBINATIONS
D07XA;N;Kortikosteroidy, slabě účinné, jiné kombinace;Corticosteroids, weak, other combinations
D07XA01;N;hydrokortison;hydrocortisone
D07XA02;N;prednisolon;prednisolone
D07XB;N;Kortikosteroidy, středně účinné, jiné kombinace;Corticosteroids, moderately potent, other combinations
D07XB01;N;flumetason;flumetasone
D07XB02;N;triamcinolon;triamcinolone
D07XB03;N;flupredniden;fluprednidene
D07XB04;N;fluormetholon;fluorometholone
D07XB05;N;dexamethason;dexamethasone
D07XB30;N;kombinace kortikosteroidů;combinations of corticosteroids
D07XC;N;Kortikosteroidy, silně účinné, jiné kombinace;Corticosteroids, potent, other combinations
D07XC01;N;betamethason;betamethasone
D07XC02;N;deoxymethason;desoximetasone
D07XC03;N;mometason;mometasone
D07XC04;N;diflukortolon;diflucortolone
D07XC05;N;fluokortolon;fluocortolone
D07XD;N;Kortikosteroidy velmi silně účinné, jiné kombinace;Corticosteroids, very potent, other combinations
D08;N;ANTISEPTIKA A DEZINFICIENCIA;ANTISEPTICS AND DISINFECTANTS
D08A;N;ANTISEPTIKA A DEZINFICIENCIA;ANTISEPTICS AND DISINFECTANTS
D08AA;N;Deriváty akridinu;Acridine derivatives
D08AA01;N;ethakridin-laktát;ethacridine lactate
D08AA02;N;aminoakridin;aminoacridine
D08AA03;N;akriflavinium-chlorid;euflavine
D08AB;N;Léčiva obsahující hliník;Aluminium agents
D08AC;N;Biguanidy a amidiny;Biguanides and amidines
D08AC01;N;dibrompropamidin;dibrompropamidine
D08AC02;N;chlorhexidin;chlorhexidine
D08AC03;N;propamidin;propamidine
D08AC04;N;hexamidin;hexamidine
D08AC05;N;polyhexanid;polihexanide
D08AC52;N;chlorhexidin, kombinace;chlorhexidine, combinations
D08AD;N;Přípravky obsahující kyselinu boritou;Boric acid products
D08AE;N;Fenol a deriváty;Phenol and derivatives
D08AE01;N;hexachlorofen;hexachlorophene
D08AE02;N;polykresulen;policresulen
D08AE03;N;fenol;phenol
D08AE04;N;triklosan;triclosan
D08AE05;N;chlorxylenol;chloroxylenol
D08AE06;N;ortofenylfenol;biphenylol
D08AF;N;Nitrofuranové deriváty;Nitrofuran derivatives
D08AF01;N;nitrofural;nitrofural
D08AG;N;Jodové přípravky;Iodine products
D08AG01;N;jodtyloxapol;iodine/octylphenoxypolyglycolether
D08AG02;N;jodovaný povidon;povidone-iodine
D08AG03;N;jod;iodine
D08AG04;N;dijodhydroxypropan;diiodohydroxypropane
D08AH;N;Chinolinové deriváty;Quinoline derivatives
D08AH01;N;dechalinium;dequalinium
D08AH02;N;chlorchinaldol;chlorquinaldol
D08AH03;N;oxychinolin;oxyquinoline
D08AH30;N;kliochinol;clioquinol
D08AJ;N;Kvarterní amoniové sloučenimy;Quaternary ammonium compounds
D08AJ01;N;benzalkonium;benzalkonium
D08AJ02;N;cetrimonium;cetrimonium
D08AJ03;N;cetylpyridinium;cetylpyridinium
D08AJ04;N;cetrimid;cetrimide
